f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
0.6947236657142639,1.0,-1.5166806406341493e-06,0.24220600724220276,0.8493267893791199,-0.04325605183839798,0.08955053240060806,0.5120775699615479,-0.06879142671823502,0.3956450819969177,0.28182142972946167,-0.10044729709625244,0.637112021446228,0.12217284739017487,-0.12303826212882996,0.07397515326738358,0.268330454826355,-0.009007249027490616,0.0,0.015327876433730125,-0.10018159449100494,0.013970055617392063,0.23373909294605255,-0.15678082406520844,0.05482946336269379,0.42805609107017517,-0.18200097978115082,0.38915354013442993,0.23570096492767334,-0.029429763555526733,0.3077562749385834,0.006275149527937174,-0.12662352621555328,0.27006053924560547,0.3073750436306,-0.15833701193332672,0.2842502295970917,0.47764742374420166,-0.15438345074653625,0.7023060917854309,0.2660794258117676,-0.0644986480474472,0.6413353085517883,0.0,-0.14701934158802032,0.5533040165901184,0.2723654806613922,-0.12999269366264343,0.5319039821624756,0.41512829065322876,-0.09721867740154266,1.0,0.33713868260383606,-0.1047545075416565,0.890461802482605,0.21567341685295105,-0.15144379436969757,0.7942990064620972,0.3990131914615631,-0.1271514892578125,0.7830982804298401,0.47999730706214905,-0.09671378135681152
0.7000126242637634,1.0,-1.562136048960383e-06,0.2601025402545929,0.8513956665992737,-0.040557924658060074,0.10296189785003662,0.5197362899780273,-0.0642070397734642,0.3914618492126465,0.2854200303554535,-0.09444040805101395,0.6270942091941833,0.12211599200963974,-0.11543497443199158,0.08618903160095215,0.2681179642677307,-0.005734683014452457,0.0,0.016179511323571205,-0.09532129019498825,0.005847025662660599,0.2342858761548996,-0.14967767894268036,0.05349230393767357,0.43064600229263306,-0.17302145063877106,0.3951922357082367,0.23513376712799072,-0.027133313938975334,0.3017607629299164,0.0,-0.12296980619430542,0.2651240825653076,0.30313295125961304,-0.15123263001441956,0.2974981367588043,0.4799814224243164,-0.14402680099010468,0.7038100957870483,0.2658258080482483,-0.06331171095371246,0.6341334581375122,0.0005570265930145979,-0.14395350217819214,0.5466327667236328,0.2724422514438629,-0.12479899078607559,0.5372374653816223,0.41905492544174194,-0.09027736634016037,1.0,0.33859923481941223,-0.10459595918655396,0.8818839192390442,0.21780407428741455,-0.1488858014345169,0.7852826714515686,0.39769247174263,-0.1239156424999237,0.7822984457015991,0.4780932664871216,-0.09320060163736343
0.7008198499679565,1.0,-1.4947169120205217e-06,0.2595173418521881,0.8448793292045593,-0.04004264995455742,0.10298094153404236,0.5226441025733948,-0.06579241156578064,0.3863748013973236,0.29796192049980164,-0.09870824962854385,0.6190783977508545,0.14740853011608124,-0.12266337126493454,0.0854295939207077,0.27739083766937256,-0.01046275906264782,0.0,0.025881728157401085,-0.10283458232879639,0.019736742600798607,0.24418319761753082,-0.15988244116306305,0.06840743124485016,0.4378774166107178,-0.18469877541065216,0.39333364367485046,0.2445298284292221,-0.032379284501075745,0.30561912059783936,0.013905789703130722,-0.12952189147472382,0.2738160789012909,0.3116269111633301,-0.1601734161376953,0.2968108355998993,0.4847449064254761,-0.1555054932832718,0.7033373117446899,0.2724446654319763,-0.06857102364301682,0.6377601623535156,0.0,-0.14972591400146484,0.5548416376113892,0.27206653356552124,-0.13133011758327484,0.5411127805709839,0.42428648471832275,-0.09743104130029678,1.0,0.3438536524772644,-0.10984057188034058,0.8926982879638672,0.2182452529668808,-0.1545075625181198,0.7978468537330627,0.39519259333610535,-0.1297367364168167,0.7921361923217773,0.478261798620224,-0.09893005341291428
0.7226987481117249,1.0,-1.444540998818411e-06,0.27086082100868225,0.8459829092025757,-0.04324920102953911,0.10659423470497131,0.5183292031288147,-0.07020793110132217,0.40708884596824646,0.29134050011634827,-0.10388461500406265,0.6489219665527344,0.13836342096328735,-0.12853345274925232,0.08824115246534348,0.2829597294330597,-0.00980386696755886,0.0,0.03570625185966492,-0.1027192696928978,0.024533303454518318,0.25324955582618713,-0.16078884899616241,0.07097706943750381,0.44724950194358826,-0.18639755249023438,0.3948628604412079,0.24509331583976746,-0.0302896648645401,0.30589717626571655,0.019632991403341293,-0.1271732896566391,0.28533053398132324,0.3168327808380127,-0.159253790974617,0.30850735306739807,0.4883853793144226,-0.15580657124519348,0.7048187851905823,0.27023398876190186,-0.06545566022396088,0.6354462504386902,0.0,-0.14710071682929993,0.5632641911506653,0.2755366265773773,-0.12947562336921692,0.5490424633026123,0.42957592010498047,-0.09582704305648804,1.0,0.33881792426109314,-0.10599841922521591,0.8935694694519043,0.21552710235118866,-0.15161818265914917,0.8099128007888794,0.39364179968833923,-0.12707436084747314,0.8066940903663635,0.4765208065509796,-0.09595076739788055
0.7597266435623169,1.0,-1.4616994121752214e-06,0.287354052066803,0.8584441542625427,-0.048842377960681915,0.1040005087852478,0.5246918797492981,-0.07575628161430359,0.40736493468284607,0.2834675908088684,-0.10822398960590363,0.6631236672401428,0.135907381772995,-0.13069839775562286,0.07566887885332108,0.2938212752342224,-0.009925316087901592,0.0,0.03612947463989258,-0.10338682681322098,0.03389672562479973,0.26294344663619995,-0.16096889972686768,0.0786423459649086,0.4539750814437866,-0.18661440908908844,0.39006197452545166,0.24851442873477936,-0.027276117354631424,0.3084729015827179,0.018931923434138298,-0.1252521425485611,0.2938670516014099,0.32400521636009216,-0.15676313638687134,0.3083376884460449,0.48723897337913513,-0.15264892578125,0.7028747200965881,0.26402977108955383,-0.060194823890924454,0.636549174785614,0.0,-0.14203839004039764,0.5690860748291016,0.2819899916648865,-0.12338939309120178,0.5458876490592957,0.42729008197784424,-0.08907949924468994,1.0,0.32093557715415955,-0.09940207004547119,0.89675372838974,0.20436497032642365,-0.14312930405139923,0.8180257081985474,0.3909582793712616,-0.11764243990182877,0.8074818849563599,0.47004082798957825,-0.08646026998758316
0.7699971795082092,1.0,-1.5316841199819464e-06,0.2997840940952301,0.862467885017395,-0.04511013254523277,0.11508438736200333,0.5317278504371643,-0.07073066383600235,0.398824006319046,0.28584179282188416,-0.1025155708193779,0.6506682634353638,0.12755551934242249,-0.12434083223342896,0.09123846888542175,0.2984875738620758,-0.008676083758473396,0.0,0.03744460642337799,-0.10266661643981934,0.03614478185772896,0.26537394523620605,-0.1613609790802002,0.08750222623348236,0.45922157168388367,-0.18714170157909393,0.3993307948112488,0.25657516717910767,-0.02699851244688034,0.3031024634838104,0.021877314895391464,-0.12300758808851242,0.29451116919517517,0.32488927245140076,-0.15395258367061615,0.3119718134403229,0.49120762944221497,-0.15011844038963318,0.705715537071228,0.2732676565647125,-0.060389090329408646,0.6233997941017151,0.0,-0.14127162098884583,0.565919816493988,0.28330662846565247,-0.12076244503259659,0.5546444654464722,0.4366920590400696,-0.08503462374210358,1.0,0.3310185968875885,-0.09965822100639343,0.8900798559188843,0.19845262169837952,-0.1428138166666031,0.8150054216384888,0.39032408595085144,-0.11500073969364166,0.8084353804588318,0.48263269662857056,-0.08182057738304138
0.7868413925170898,1.0,-1.5055746871439624e-06,0.31803444027900696,0.8720476627349854,-0.050365716218948364,0.1424470841884613,0.5313392281532288,-0.07686527818441391,0.4475971460342407,0.27205371856689453,-0.10799432545900345,0.7050977945327759,0.1058802381157875,-0.12925748527050018,0.08184265345335007,0.3145625591278076,-0.010715335607528687,0.0,0.04611935839056969,-0.10371031612157822,0.05301661044359207,0.270101934671402,-0.1620030254125595,0.10602930188179016,0.4645260274410248,-0.18770843744277954,0.39665257930755615,0.2668367624282837,-0.02572089619934559,0.30544283986091614,0.02604111097753048,-0.1229109987616539,0.31680789589881897,0.33061206340789795,-0.1546625941991806,0.33554741740226746,0.501756489276886,-0.15088896453380585,0.7066916823387146,0.27958178520202637,-0.05609644204378128,0.6264517307281494,0.0,-0.13852162659168243,0.5818085670471191,0.2843204736709595,-0.11820176243782043,0.5652828216552734,0.4400138854980469,-0.08219172805547714,1.0,0.3321766257286072,-0.09264328330755234,0.8825678825378418,0.20311985909938812,-0.1370631754398346,0.8157076239585876,0.39775750041007996,-0.10932820290327072,0.8054479956626892,0.49083003401756287,-0.0761292353272438
0.7819058895111084,1.0,-1.5019152215245413e-06,0.30966585874557495,0.8786430954933167,-0.050628021359443665,0.12877283990383148,0.5325192809104919,-0.07694341987371445,0.44313153624534607,0.27712282538414,-0.10757714509963989,0.7043535113334656,0.11806145310401917,-0.1284288763999939,0.08208058774471283,0.31286585330963135,-0.01580124907195568,0.0,0.04421677067875862,-0.10842256993055344,0.04551350325345993,0.26965782046318054,-0.16556674242019653,0.09792305529117584,0.4647105634212494,-0.19101400673389435,0.39831462502479553,0.2665283977985382,-0.03159467503428459,0.30966290831565857,0.0224946029484272,-0.13032934069633484,0.31180644035339355,0.32906681299209595,-0.16181084513664246,0.32860779762268066,0.5022212266921997,-0.15764965116977692,0.7077891826629639,0.2808320224285126,-0.06244638189673424,0.6375597715377808,0.0,-0.14476686716079712,0.5856190919876099,0.28151312470436096,-0.12578779458999634,0.5643486976623535,0.43568161129951477,-0.09135638177394867,1.0,0.3340115547180176,-0.09952863305807114,0.8899595737457275,0.20862291753292084,-0.14443674683570862,0.8206825852394104,0.39845550060272217,-0.11892601102590561,0.8094605207443237,0.4857393503189087,-0.08793028444051743
0.7796581387519836,1.0,-1.4437114259635564e-06,0.30012497305870056,0.8628731966018677,-0.052722226828336716,0.1281421184539795,0.5191689133644104,-0.08089455962181091,0.4552365839481354,0.2674260437488556,-0.11373463273048401,0.7244833111763,0.10885489732027054,-0.13653913140296936,0.07508783042430878,0.292814165353775,-0.008966435678303242,0.0,0.03785979002714157,-0.10147882252931595,0.04774254560470581,0.2672317326068878,-0.16005314886569977,0.09477297961711884,0.45820873975753784,-0.1866970807313919,0.39423859119415283,0.2457471638917923,-0.023527685552835464,0.3147967457771301,0.01628282479941845,-0.12136964499950409,0.3089977502822876,0.3251868188381195,-0.15491454303264618,0.31582051515579224,0.4912497401237488,-0.15246844291687012,0.7073379158973694,0.2633795738220215,-0.053756263107061386,0.6483297944068909,0.0,-0.13639818131923676,0.5833466649055481,0.28667235374450684,-0.11923494189977646,0.5534665584564209,0.43749043345451355,-0.08543486148118973,1.0,0.3219303488731384,-0.09050127118825912,0.8960070610046387,0.20421360433101654,-0.13438008725643158,0.8206090331077576,0.39531832933425903,-0.10881668329238892,0.8066691160202026,0.47854751348495483,-0.07736478745937347
0.7793522477149963,1.0,-1.5238946389217745e-06,0.31019824743270874,0.883190393447876,-0.04580892249941826,0.08683909475803375,0.5870779156684875,-0.07152796536684036,0.2681889235973358,0.33321815729141235,-0.10218598693609238,0.48903295397758484,0.17090024054050446,-0.12284624576568604,0.08931516110897064,0.31413716077804565,-0.013987353071570396,0.0,0.038508862257003784,-0.10912374407052994,0.030404511839151382,0.24421426653862,-0.1668718308210373,0.06648235768079758,0.42889201641082764,-0.19241641461849213,0.39800912141799927,0.2729394733905792,-0.03223597630858421,0.3057071566581726,0.012405568733811378,-0.1283392310142517,0.30274471640586853,0.303660124540329,-0.1583891212940216,0.2968685030937195,0.4625334143638611,-0.15527422726154327,0.7034789323806763,0.2843530476093292,-0.06483941525220871,0.6328508257865906,0.0,-0.15307459235191345,0.5714063048362732,0.28551530838012695,-0.13552261888980865,0.5282756090164185,0.4434322416782379,-0.1014738380908966,1.0,0.33854052424430847,-0.10253486782312393,0.913112223148346,0.19822530448436737,-0.15700288116931915,0.8338016867637634,0.3991338908672333,-0.13468311727046967,0.7940980195999146,0.5016548037528992,-0.10468503087759018
